"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31009283280000","Cattaraugus","Burlingame Oil, LLC","28328","00","00","OD","Four Mile","AC","Burlingame 118","Allegany","Chipmunk, Bradford 2nd & 3rd","12","84","6","56","2022"
"31037196890000","Genesee","United States Gypsum Company","19689","00","00","GD","Huron Creek","AC","Strzelec, S. 1","Pembroke","Medina","12","796","0","0","2022"
"31121043490000","Wyoming","PPP Future Development Inc.","04349","00","00","GD","Leicester","AC","Bell Willard 2","Covington","Medina","0","0","0","0","2022"
"31003667010000","Allegany","Fulmer Valley Resources, Ltd.","66701","00","00","OD","Fulmer Valley","AC","Ford-Clark h16","Independence","Fulmer Valley","1","0","0","1","2022"
"31037213560000","Genesee","United States Gypsum Company","21356","00","00","GD","Indian Falls","AC","Kokot, W & J 1","Pembroke","Medina","12","1134","0","0","2022"
"31003606080000","Allegany","Collins, Dave","60608","00","00","OD","Richburg","IN","Jones 021","Bolivar","Richburg","0","0","0","0","2022"
"31009246890000","Cattaraugus","PPP Future Development Inc.","24689","00","00","GD","Lakeshore","AC","Irish 1","Perrysburg","Medina","12","1856","0","0","2022"
"31013119050000","Chautauqua","Empire Energy E & P, LLC","11905","00","00","GD","Lakeshore","AC","Crofoot 429","Stockton","Medina","12","354","0","0","2022"
"31029664710000","Erie","Frey Well Drilling, Inc.","66471","00","00","GD","Alden-Lancaster","AC","Bradley  1","Lancaster","Medina","10","2223","0","0","2022"
"31009096040000","Cattaraugus","Greeley, John A.","09604","00","00","OD","Bradford","AC","Quaker State Farm-Out 4","Olean","Chipmunk & Bradford 2nd","12","0","0","2","2022"
"31003201870000","Allegany","The Richardson Petroleum Corporation","20187","00","00","OD","Beech Hill-Independence","AC","Norton 04-N","Independence","Fulmer Valley","12","100","2","16","2022"
"31009252240000","Cattaraugus","McCracken Oil & Gas, LLC","25224","00","00","OD","Bradford","AC","Rosa O'Brien RO-2","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","251","58","91","2022"
"31009300310000","Cattaraugus","McCracken Oil & Gas, LLC","30031","00","00","OD","Bradford","AC","Woodard #2","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","300","14","113","2022"
"31003563220000","Allegany","PPP Future Development Inc.","56322","00","00","OD","Richburg","IN","Daggett 12","Genesee","Richburg","0","0","0","0","2022"
"31013168190000","Chautauqua","PPP Future Development Inc.","16819","00","00","OD","Gerry-Charlotte","AC","Lipari, F 1","Gerry","Bass Island","10","15","100","612","2022"
"31003663710000","Allegany","Crooks, John C.","66371","00","00","OD","Richburg","IN","Childs 30","Genesee","Richburg","0","0","0","0","2022"
"31003113570000","Allegany","Estate of James Robert Wells","11357","00","00","OD","Richburg","AC","8-79 63t79t","Alma","Richburg","1","0","0","1","2022"
"31003666450000","Allegany","Dust Bowl Oil Company, Inc.","66645","00","00","OD","Richburg","IN","Jacob Jordan Farm 233","Wirt","Richburg","0","0","0","0","2022"
"31009259370001","Cattaraugus","Blackhawk Energy, LLC","25937","00","01","OD","Bradford","AC","Young 82","Olean","Upper Devonian","5","0","50","53","2022"
"31009221710000","Cattaraugus","Empire Energy E & P, LLC","22171","00","00","GD","Lakeshore","AC","Yoder, E 1","Leon","Medina","12","1235","0","0","2022"
"31003165060000","Allegany","SK Enterprises","16506","00","00","OD","Richburg","IN","Starr 7","Bolivar","Richburg","0","0","0","0","2022"
"31009259040000","Cattaraugus","Blackhawk Energy, LLC","25904","00","00","OD","Bradford","IN","Young 61","Olean","Upper Devonian","9","268","99","124","2022"
"31029179370000","Erie","Stedman Energy, Inc.","17937","00","00","GD","Brant-Eden","AC","Eckhardt-Agle 1","Eden","Grimsby","12","558","0","0","2022"
"31101216570001","Steuben","Nathan Petroleum Corporation","21657","00","01","OD","Beech Hill-Independence","AC","Edwards 45","West Union","Fulmer Valley","12","8","3","6","2022"
"31009258330001","Cattaraugus","Blackhawk Energy, LLC","25833","00","01","OD","Bradford","IN","Young 18","Olean","Upper Devonian","9","0","81","81","2022"
"31009280120000","Cattaraugus","Uhl Oil Co., Inc.","28012","00","00","OD","Chipmunk","AC","Schnell 18","Allegany","Chipmunk","12","11","8","33","2022"
"31099213550000","Seneca","A.D.C.O. Well Services Inc.","21355","00","00","GD","Fayette-Waterloo","AC","Martin 1187","Fayette","Queenston","12","609","0","0","2022"
"31013178130000","Chautauqua","PPP Future Development Inc.","17813","00","00","GD","Lakeshore","AC","Cannon 9","Ellington","Medina","12","1089","0","0","2022"
"31101260730100","Steuben","Repsol Oil & Gas USA, LLC","26073","01","00","GW","Dry Run Creek","SI","Bosket 1A","Campbell","Black River","0","0","0","0","2022"
"31003562990000","Allegany","PPP Future Development Inc.","56299","00","00","OD","Richburg","SI","Daggett 182","Genesee","Richburg","0","0","0","0","2022"
"31009093040000","Cattaraugus","Little, Jay R.","09304","00","00","OD","Chipmunk","IN","Pfouts I 22","Carrollton","Chipmunk & Bradford 2nd","0","0","0","0","2022"
"31029258860000","Erie","PPP Future Development Inc.","25886","00","00","GW","New Field Wildcat","AC","Keem 5","Wales","Medina","11","4","95","0","2022"
"31009211180000","Cattaraugus","Czesak Dairy Farm, LLC","21118","00","00","GE","Sardinia","AC","Czesak 1","Yorkshire","Medina","12","153","0","0","2022"
"31009646690000","Cattaraugus","Kellner, Christian F.","64669","00","00","OD","Bradford","AC","Utter Purchase 37","Allegany","Bradford","0","0","0","0","2022"
"31013157790000","Chautauqua","Empire Energy E & P, LLC","15779","00","00","GD","Lakeshore","AC","Legters Bros 5","French Creek","Medina","12","552","4","0","2022"
"31009281980000","Cattaraugus","Case Brothers Inc.","28198","00","00","OD","Bradford","AC","Kervin 7","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","428","40","222","2022"
"31009177060000","Cattaraugus","Empire Energy E & P, LLC","17706","00","00","GD","Lakeshore","AC","E Bissell 1","Persia","Medina","12","856","0","0","2022"
"31003627010000","Allegany","Hunt Oil Co.","62701","00","00","IW","Richburg","IN","Bellamy Farm 4w","Alma","Richburg","0","0","0","0","2022"
"31013158570000","Chautauqua","Empire Energy E & P, LLC","15857","00","00","GD","Lakeshore","AC","Vrooman, F 1","Chautauqua","Medina","12","635","0","0","2022"
"31009223010000","Cattaraugus","Empire Energy E & P, LLC","22301","00","00","GD","Lakeshore","AC","Lamprecht 1","Leon","Medina","12","444","0","0","2022"
"31009245440000","Cattaraugus","Pennhills Resources, LLC","24544","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-265","Allegany","Upper Devonian","12","286","5","82","2022"
"31013240530000","Chautauqua","Empire Energy E & P, LLC","24053","00","00","GD","Lakeshore","AC","Rhodes R Unit 6","Clymer","Medina","1","1","0","0","2022"
"31037174180000","Genesee","United States Gypsum Company","17418","00","00","GD","Huron Creek","AC","Klossner 1","Darien","Medina","12","772","0","0","2022"
"31121139630000","Wyoming","Lenape Resources LLC","13963","00","00","GD","Leicester","AC","Graham, W 1","Covington","Medina","11","478","0","0","2022"
"31009282440000","Cattaraugus","Burlingame Oil, LLC","28244","00","00","OD","Four Mile","AC","Burlingame 125","Allegany","Bradford Third","12","56","4","37","2022"
"31013185090000","Chautauqua","Empire Energy E & P, LLC","18509","00","00","GD","Lakeshore","AC","Tenpas, W 1","Ellington","Medina","12","636","0","0","2022"
"31013186110000","Chautauqua","Empire Energy E & P, LLC","18611","00","00","GD","Lakeshore","AC","Riewaldt E 671","Ripley","Medina","12","492","0","0","2022"
"31013211610000","Chautauqua","Empire Energy E & P, LLC","21161","00","00","GD","Lakeshore","AC","Walker, F 2","Poland","Medina","12","589","0","0","2022"
"31003627050000","Allegany","Hunt Oil Co.","62705","00","00","IW","Richburg","IN","Bellamy Farm 8w","Alma","Richburg","0","0","0","0","2022"
"31037205930000","Genesee","Lenape Resources LLC","20593","00","00","GD","Bethany","AC","Pullinzi 1 (6813)","Bethany","Medina","11","222","0","0","2022"
"31009610530000","Cattaraugus","Uhl, Robert","61053","00","00","OD","Four Mile","AC","Cook 8","Allegany","Bradford","0","0","0","0","2022"
"31009277530000","Cattaraugus","Copper Ridge Oil, Inc.","27753","00","00","OD","Five Mile","AC","Struble 4","Olean","Bradford","10","52","2","47","2022"
"31013177090000","Chautauqua","Empire Energy E & P, LLC","17709","00","00","GD","Lakeshore","AC","Robinson, W 2","French Creek","Medina","12","625","2","0","2022"
"31037194400000","Genesee","United States Gypsum Company","19440","00","00","GD","Indian Falls","AC","Riley 3","Batavia","Medina","2","9","0","0","2022"
"31099213230000","Seneca","Minard Run Oil Company","21323","00","00","GD","Fayette-Waterloo","AC","Robson 1201","Fayette","Queenston","12","1203","0","0","2022"
"31121220460000","Wyoming","Lenape Resources LLC","22046","00","00","GD","Cascade Brook","AC","Titus Brothers 3","Middlebury","Theresa","12","687","0","0","2022"
"31029275110000","Erie","PPP Future Development Inc.","27511","00","00","GW","New Field Wildcat","AC","Jackson 1","Wales","Medina","7","112","0","0","2022"
"31013138780000","Chautauqua","Cotton Well Drilling Company, Inc.","13878","00","00","GD","Lakeshore","AC","5000 Salhoff","Sheridan","Medina","12","71","0","0","2022"
"31009284690000","Cattaraugus","Dimes Energy GP Inc.","28469","00","00","OD","Bradford","AC","DC-19","Allegany","Bradford & Chipmunk","12","490","170","285","2022"
"31003623720000","Allegany","Hewitt Oil, LLC","62372","00","00","OD","Richburg","AC","Cowles 8","Bolivar","Richburg","0","0","0","0","2022"
"31013114220000","Chautauqua","Empire Energy E & P, LLC","11422","00","00","GD","Lakeshore","AC","Burgon 2","Pomfret","Medina","12","811","0","0","2022"
"31003664490000","Allegany","O'Connor, James M.","66449","00","00","OD","Richburg","IN","Oconner 1","Genesee","Richburg","0","0","0","0","2022"
"31013123890000","Chautauqua","Empire Energy E & P, LLC","12389","00","00","GD","Lakeshore","AC","Mingle 481","Arkwright","Medina","3","41","0","0","2022"
"31013109460000","Chautauqua","Empire Energy E & P, LLC","10946","00","00","GD","Lakeshore","AC","Scaccia 1","Pomfret","Medina","12","734","0","0","2022"
"31009300090000","Cattaraugus","McCracken Oil & Gas, LLC","30009","00","00","OD","Bradford","AC","Neff #17","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","90","286","2022"
"31013180270000","Chautauqua","PPP Future Development Inc.","18027","00","00","GD","Lakeshore","AC","Wood 1","North Harmony","Medina","12","399","0","0","2022"
"31013181210000","Chautauqua","Empire Energy E & P, LLC","18121","00","00","GD","Lakeshore","AC","Bunce,M 1","Poland","Medina","12","877","0","0","2022"
"31009169190000","Cattaraugus","Empire Energy E & P, LLC","16919","00","00","GD","Lakeshore","AC","Bugenhagen 2","Persia","Medina","12","576","0","0","2022"
"31009664460000","Cattaraugus","Nucomer Energy, LLC","66446","00","00","GD","Lakeshore","AC","Van Vleck 1679-I","Perrysburg","Medina","10","937","0","0","2022"
"31003113000000","Allegany","The Richardson Petroleum Corporation","11300","00","00","OD","Beech Hill-Independence","PA","48 Quintette-Bledsoe","Independence","Fulmer Valley","0","0","0","0","2022"
"31013051290000","Chautauqua","Empire Energy E & P, LLC","05129","00","00","GD","Lakeshore","AC","Leone 1","Pomfret","Medina","12","827","0","0","2022"
"31015228800100","Chemung","Repsol Oil & Gas USA, LLC","22880","01","00","GE","Terry Hill South","SI","Kienzle 1-A","Veteran","Black River","0","0","0","0","2022"
"31009234060000","Cattaraugus","PPP Future Development Inc.","23406","00","00","GD","Lakeshore","SI","Hill 5","Otto","Medina","0","0","0","0","2022"
"31013176990000","Chautauqua","PPP Future Development Inc.","17699","00","00","GD","Lakeshore","AC","Littlefield 1","Carroll","Medina","12","1375","0","0","2022"
"31013279720000","Chautauqua","Vertical Energy, Inc.","27972","00","00","OD","Busti","AC","Crandall 8","Busti","Glade","12","5","1","15","2022"
"31029127590000","Erie","Stedman Energy, Inc.","12759","00","00","GD","Brant-Eden","AC","Milius-Thomas 2","Evans","Grimsby","12","810","0","0","2022"
"31009636270000","Cattaraugus","Stephan, Philip D.","63627","00","00","OD","Chipmunk","IN","Pfeiffer 6","Allegany","Bradford & Chipmunk","0","0","0","0","2022"
"31009280770000","Cattaraugus","Vertical Energy, Inc.","28077","00","00","OD","Four Mile","AC","Mallery MLY 19","Olean","Bradford & Chipmunk","12","2","2","26","2022"
"31003605020000","Allegany","Witter, Terry L.","60502","00","00","OD","Richburg","IN","Fox 6","Bolivar","Richburg","0","0","0","0","2022"
"31013185990000","Chautauqua","Empire Energy E & P, LLC","18599","00","00","GD","Lakeshore","AC","Speelburg 672","Ripley","Medina","12","749","0","0","2022"
"31013276680000","Chautauqua","Vertical Energy, Inc.","27668","00","00","OD","Busti","AC","Stutzman 1001","Busti","Glade","12","6","2","20","2022"
"31009226410000","Cattaraugus","Woods Oil Company, Inc.","22641","00","00","OD","Chipmunk","AC","Woods 3","Carrollton","Chipmunk & Bradford 2nd","12","21","6","37","2022"
"31009686980000","Cattaraugus","Bkg Truck Repair, LLC","68698","00","00","GD","Hotchkiss Hollow","IN","Hotchkiss Hollow 36","Cold Spring","Upper Devonian","0","0","0","0","2022"
"31013209710000","Chautauqua","Hunt, Judith R.","20971","00","00","GD","Lakeshore","AC","Ganze","Mina","Medina","12","200","0","0","2022"
"31009283110001","Cattaraugus","Dimes Energy GP Inc.","28311","00","01","OD","Bradford","IN","DG-17","Allegany","Chipmunk, Bradford 2nd & 3rd","0","0","0","0","2022"
"31009285780000","Cattaraugus","Dimes Energy GP Inc.","28578","00","00","OD","Four Mile","AC","DP-25     ","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","68","75","2022"
"31101264930000","Steuben","Nathan Petroleum Corporation","26493","00","00","OD","Beech Hill-Independence","AC","Edlind 16","West Union","Fulmer Valley","12","412","22","41","2022"
"31011213650000","Cayuga","Minard Run Oil Company","21365","00","00","GE","West Auburn","AC","Pethybridge 1234","Springport","Queenston","10","436","0","0","2022"
"31009207240000","Cattaraugus","Case Brothers Inc.","20724","00","00","OD","Chipmunk","AC","Case Lease 6","Carrollton","Chipmunk, Bradford 1st & 2nd","3","6","2","5","2022"
"31009240020001","Cattaraugus","Empire Energy E & P, LLC","24002","00","01","GD","Lakeshore","AC","Ackley 2A","Persia","Medina","12","670","0","0","2022"
"31013164610000","Chautauqua","PPP Future Development Inc.","16461","00","00","GD","Lakeshore","AC","Carlson-Ticknor 1","North Harmony","Medina","12","261","0","0","2022"
"31037260720000","Genesee","Le Roy Central School","26072","00","00","GD","Uhley Corners-Caledonia","AC","Fee 6","Le Roy","Medina","12","200","5","0","2022"
"31013220180000","Chautauqua","Universal Resources Holdings, Inc.","22018","00","00","GD","Lakeshore","AC","Spaulding 1","Charlotte","Medina","12","467","0","0","2022"
"31013234460000","Chautauqua","PPP Future Development Inc.","23446","00","00","GD","Lakeshore","SI","Bourne 1","Westfield","Medina","12","321","0","0","2022"
"31013249590000","Chautauqua","PPP Future Development Inc.","24959","00","00","GD","Lakeshore","AC","Marsh 8-532","Poland","Medina","12","2009","0","0","2022"
"31003636680000","Allegany","Hunt Oil Co.","63668","00","00","OD","Richburg","AC","Bellamy Farm 12","Alma","Richburg","5","0","6","11","2022"
"31011206790000","Cayuga","A.D.C.O. Well Services Inc.","20679","00","00","GE","West Auburn","AC","Aversa 1104-1","Fleming","Queenston","12","516","0","0","2022"
"31009245460000","Cattaraugus","Pennhills Resources, LLC","24546","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-267","Allegany","Upper Devonian","12","286","5","82","2022"
"31009258350001","Cattaraugus","Blackhawk Energy, LLC","25835","00","01","OD","Bradford","IN","Young 20","Olean","Upper Devonian","9","307","81","193","2022"
"31013226510000","Chautauqua","Empire Energy E & P, LLC","22651","00","00","GD","Lakeshore","AC","Roberts, A 3","Sherman","Medina","11","1121","0","0","2022"
"31029203970000","Erie","Stedman Energy, Inc.","20397","00","00","GD","Brant-Eden","AC","Fox 2","Brant","Medina","7","84","0","0","2022"
"31003300180000","Allegany","Sam Koehler Enterprises, Inc.","30018","00","00","OD","Fulmer Valley","AC","Joyce #3-7","Andover","Penny & Fulmer Valley","12","246","2","16","2022"
"31003638650000","Allegany","Collins, Dave","63865","00","00","OD","Richburg","IN","Conklin 2","Bolivar","Richburg","4","0","15","30","2022"
"31013137610000","Chautauqua","Empire Energy E & P, LLC","13761","00","00","GD","Lakeshore","AC","Erb 553","Chautauqua","Medina","12","2104","0","0","2022"
"31013150120000","Chautauqua","PPP Future Development Inc.","15012","00","00","GD","Lakeshore","AC","Kirylenko 1","Pomfret","Medina","0","0","0","0","2022"
